case_id,employee,firm,created,first_submitted,d_submitted,e_submitted,d_responded,e_responded,material_at,customer_intervened_at,d_due,e_due,d_status,e_status,resolved,resolved_by,compensation,initial_choice,status,merit,reachable,dependence,d_finished,e_finished,d_institution_outcome,d_implementation_at,processing_time,observed_wait,dispute_age_observed,customer,cohort
168:0,168,0,0,0.0,3.0,0.0,3.0,2.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.3116158387464493,True,0.47042565019858995,3.0,2.0,no_remedy,,,65.0,65.0,2,0
170:0,170,1,0,1.0,1.0,,1.0,,1.0,,2.0,,successful,unused,2.0,d,1.0,d,resolved,0.9307630645483995,False,0.5994915417836008,2.0,,remedy_supported,2.0,1.0,1.0,2.0,0,0
172:0,172,1,0,0.0,0.0,,0.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.2564379592709285,False,0.5994915417836008,0.0,,no_remedy,,,65.0,65.0,0,0
178:0,178,4,0,0.0,,0.0,,2.0,,2.0,,3.0,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.8308172709366088,True,0.4162920712285151,,3.0,,,,65.0,65.0,1,0
201:0,201,1,0,1.0,19.0,1.0,19.0,3.0,19.0,,20.0,,successful,closed_unresolved,20.0,d,1.0,e,resolved,0.5888208129442721,True,0.5994915417836008,20.0,3.0,remedy_supported,20.0,19.0,19.0,20.0,0,0
207:0,207,5,0,1.0,1.0,,1.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.304284400933786,False,0.506188904761806,1.0,,no_remedy,,,64.0,65.0,2,0
218:0,218,2,0,2.0,5.0,2.0,5.0,4.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.4351729701343245,True,0.6,5.0,4.0,no_remedy,,,63.0,65.0,0,0
227:0,227,2,0,20.0,20.0,,20.0,,20.0,,21.0,,successful,unused,21.0,d,1.0,d,resolved,0.9162306521268702,False,0.6,21.0,,remedy_supported,21.0,1.0,1.0,21.0,0,0
228:0,228,5,0,2.0,,2.0,,4.0,,4.0,,5.0,unused,successful,5.0,e,1.0,e,resolved,0.8779814963463997,True,0.506188904761806,,5.0,,,3.0,3.0,5.0,2,0
5:6,5,5,6,8.0,8.0,,8.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.45477128534167505,False,0.506188904761806,8.0,,no_remedy,,,57.0,59.0,2,1
33:6,33,4,6,7.0,7.0,,7.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.45719517919871233,True,0.4162920712285151,7.0,,no_remedy,,,58.0,59.0,1,1
34:6,34,4,6,9.0,55.0,9.0,55.0,11.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.5639870253826444,True,0.4162920712285151,55.0,11.0,no_remedy,,,56.0,59.0,1,1
40:6,40,5,6,7.0,39.0,7.0,39.0,9.0,39.0,,40.0,,successful,closed_unresolved,40.0,d,1.0,e,resolved,0.7390185525954414,True,0.506188904761806,40.0,9.0,remedy_supported,40.0,33.0,33.0,34.0,2,1
46:6,46,5,6,9.0,21.0,9.0,21.0,11.0,21.0,,22.0,,successful,closed_unresolved,22.0,d,1.0,e,resolved,0.3891262349051305,True,0.506188904761806,22.0,11.0,remedy_supported,22.0,13.0,13.0,16.0,2,1
82:6,82,5,6,8.0,8.0,,8.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.49594945321450395,True,0.506188904761806,8.0,,no_remedy,,,57.0,59.0,2,1
95:6,95,0,6,21.0,21.0,,21.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5067201597835275,True,0.47042565019858995,21.0,,no_remedy,,,44.0,59.0,2,1
96:6,96,1,6,7.0,,7.0,,9.0,,9.0,,10.0,unused,successful,10.0,e,1.0,e,resolved,0.9102605940570492,True,0.5994915417836008,,10.0,,,3.0,3.0,4.0,0,1
137:6,137,3,6,23.0,23.0,,23.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.48363075790668913,True,0.40760183202748823,23.0,,no_remedy,,,42.0,59.0,1,1
140:6,140,4,6,9.0,12.0,9.0,12.0,11.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.9500836652112532,True,0.4162920712285151,12.0,11.0,no_remedy,,,56.0,59.0,1,1
153:6,153,3,6,8.0,12.0,8.0,12.0,10.0,,10.0,,11.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.3618925309249741,True,0.40760183202748823,12.0,11.0,no_remedy,,,57.0,59.0,1,1
171:6,171,0,6,7.0,7.0,,7.0,,,,8.0,,successful,unused,8.0,d,1.0,d,resolved,0.7628508262393561,False,0.47042565019858995,8.0,,remedy_supported,8.0,1.0,1.0,2.0,2,1
176:6,176,1,6,6.0,9.0,6.0,9.0,8.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.9326632755416644,True,0.5994915417836008,9.0,8.0,no_remedy,,,59.0,59.0,0,1
187:6,187,3,6,7.0,55.0,7.0,55.0,9.0,55.0,9.0,56.0,10.0,successful,closed_unresolved,56.0,d,1.0,e,resolved,0.6947425662725659,True,0.40760183202748823,56.0,10.0,remedy_supported,56.0,49.0,49.0,50.0,1,1
199:6,199,2,6,6.0,9.0,6.0,9.0,8.0,9.0,,10.0,,successful,closed_unresolved,10.0,d,1.0,e,resolved,0.35240946575968657,True,0.6,10.0,8.0,remedy_supported,10.0,4.0,4.0,4.0,0,1
206:6,206,3,6,7.0,7.0,10.0,7.0,12.0,,12.0,,13.0,closed_unresolved,successful,13.0,e,1.0,d,resolved,0.46906376896801927,True,0.40760183202748823,7.0,13.0,no_remedy,,6.0,6.0,7.0,1,1
214:6,214,2,6,9.0,12.0,9.0,12.0,11.0,,,13.0,,successful,closed_unresolved,13.0,d,1.0,e,resolved,0.6202544171834288,True,0.6,13.0,11.0,remedy_supported,13.0,4.0,4.0,7.0,0,1
7:12,7,0,12,14.0,14.0,,14.0,,,,15.0,,successful,unused,15.0,d,1.0,d,resolved,0.7465367480282052,True,0.47042565019858995,15.0,,remedy_supported,15.0,1.0,1.0,3.0,2,2
19:12,19,5,12,14.0,14.0,17.0,14.0,19.0,,19.0,,20.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.4538665083047964,True,0.506188904761806,14.0,20.0,no_remedy,,,51.0,53.0,2,2
22:12,22,1,12,12.0,20.0,12.0,20.0,14.0,20.0,,21.0,,successful,closed_unresolved,21.0,d,1.0,e,resolved,0.814293066592382,True,0.5994915417836008,21.0,14.0,remedy_supported,21.0,9.0,9.0,9.0,0,2
24:12,24,0,12,12.0,12.0,30.0,12.0,32.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.987563597562557,True,0.47042565019858995,12.0,32.0,no_remedy,,,53.0,53.0,2,2
29:12,29,2,12,21.0,,21.0,,23.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.4019165154415846,True,0.6,,23.0,,,,44.0,53.0,0,2
54:12,54,4,12,15.0,15.0,,15.0,,15.0,,16.0,,successful,unused,16.0,d,1.0,d,resolved,0.8851786134215318,True,0.4162920712285151,16.0,,remedy_supported,16.0,1.0,1.0,4.0,1,2
86:12,86,1,12,14.0,,14.0,,16.0,,16.0,,17.0,unused,successful,17.0,e,1.0,e,resolved,0.9597185618280852,True,0.5994915417836008,,17.0,,,3.0,3.0,5.0,0,2
109:12,109,3,12,15.0,15.0,,15.0,,,,16.0,,successful,unused,16.0,d,1.0,d,resolved,0.8508497976451543,True,0.40760183202748823,16.0,,remedy_supported,16.0,1.0,1.0,4.0,1,2
117:12,117,1,12,15.0,15.0,18.0,15.0,20.0,,20.0,,21.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6172750821936452,True,0.5994915417836008,15.0,21.0,no_remedy,,,50.0,53.0,0,2
131:12,131,5,12,14.0,44.0,14.0,44.0,16.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.9973810806458232,True,0.506188904761806,44.0,16.0,no_remedy,,,51.0,53.0,2,2
136:12,136,4,12,13.0,34.0,13.0,34.0,15.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.47127513041529295,True,0.4162920712285151,34.0,15.0,no_remedy,,,52.0,53.0,1,2
141:12,141,3,12,15.0,15.0,,15.0,,15.0,,16.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6363027851073777,True,0.40760183202748823,16.0,,remedy_supported,16.0,,50.0,53.0,1,2
163:12,163,1,12,13.0,,13.0,,15.0,,15.0,,16.0,unused,successful,16.0,e,1.0,e,resolved,0.9704137692613084,True,0.5994915417836008,,16.0,,,3.0,3.0,4.0,0,2
179:12,179,0,12,13.0,13.0,,13.0,,,,14.0,,successful,unused,14.0,d,1.0,d,resolved,0.38803250322340993,True,0.47042565019858995,14.0,,remedy_supported,14.0,1.0,1.0,2.0,2,2
181:12,181,2,12,13.0,13.0,,13.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.7430482022792215,False,0.6,13.0,,no_remedy,,,52.0,53.0,0,2
184:12,184,2,12,21.0,21.0,,22.0,,,,23.0,,successful,unused,23.0,d,1.0,d,resolved,0.6673718822457438,True,0.6,23.0,,remedy_supported,23.0,2.0,2.0,11.0,0,2
191:12,191,5,12,12.0,12.0,,12.0,,,,13.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9396717497346392,True,0.506188904761806,13.0,,remedy_supported,13.0,,53.0,53.0,2,2
221:12,221,1,12,13.0,13.0,21.0,13.0,23.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3757664404564607,True,0.5994915417836008,13.0,23.0,no_remedy,,,52.0,53.0,0,2
229:12,229,4,12,13.0,13.0,,13.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4661620058538445,True,0.4162920712285151,13.0,,no_remedy,,,52.0,53.0,1,2
6:18,6,3,18,21.0,21.0,59.0,21.0,61.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7432900134788709,True,0.40760183202748823,21.0,61.0,no_remedy,,,44.0,47.0,1,3
57:18,57,4,18,20.0,20.0,,20.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9716238885004167,False,0.4162920712285151,20.0,,no_remedy,,,45.0,47.0,1,3
74:18,74,4,18,19.0,19.0,,19.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8132796267732176,True,0.4162920712285151,19.0,,no_remedy,,,46.0,47.0,1,3
87:18,87,0,18,21.0,21.0,,21.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.26218004152940866,True,0.47042565019858995,21.0,,no_remedy,,,44.0,47.0,2,3
89:18,89,5,18,31.0,31.0,,31.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4952361511130273,False,0.506188904761806,31.0,,no_remedy,,,34.0,47.0,2,3
94:18,94,3,18,21.0,21.0,,21.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5376252371718311,False,0.40760183202748823,21.0,,no_remedy,,,44.0,47.0,1,3
107:18,107,2,18,20.0,20.0,,20.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8612830384861387,False,0.6,20.0,,no_remedy,,,45.0,47.0,0,3
110:18,110,1,18,18.0,18.0,,18.0,,18.0,,19.0,,successful,unused,19.0,d,1.0,d,resolved,0.5941400530441188,False,0.5994915417836008,19.0,,remedy_supported,19.0,1.0,1.0,1.0,0,3
157:18,157,5,18,21.0,21.0,,21.0,,,,22.0,,successful,unused,22.0,d,1.0,d,resolved,0.2835431020295682,False,0.506188904761806,22.0,,remedy_supported,22.0,1.0,1.0,4.0,2,3
161:18,161,2,18,21.0,21.0,,22.0,,,,23.0,,successful,unused,23.0,d,1.0,d,resolved,0.37138413573709034,True,0.6,23.0,,remedy_supported,23.0,2.0,2.0,5.0,0,3
165:18,165,3,18,19.0,19.0,,19.0,,19.0,,20.0,,successful,unused,20.0,d,1.0,d,resolved,0.46889751029360993,True,0.40760183202748823,20.0,,remedy_supported,20.0,1.0,1.0,2.0,1,3
175:18,175,0,18,23.0,,23.0,,25.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.4812840955143757,True,0.47042565019858995,,25.0,,,,42.0,47.0,2,3
180:18,180,1,18,21.0,21.0,24.0,22.0,26.0,,26.0,,27.0,closed_unresolved,successful,27.0,e,1.0,d,resolved,0.5992177196443977,True,0.5994915417836008,22.0,27.0,no_remedy,,6.0,6.0,9.0,0,3
189:18,189,3,18,19.0,19.0,22.0,19.0,24.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.45356990248120477,True,0.40760183202748823,19.0,24.0,no_remedy,,,46.0,47.0,1,3
203:18,203,4,18,19.0,19.0,,19.0,,,,20.0,,successful,unused,20.0,d,1.0,d,resolved,0.37653744317011917,True,0.4162920712285151,20.0,,remedy_supported,20.0,1.0,1.0,2.0,1,3
208:18,208,2,18,19.0,,19.0,,21.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.46105822339455416,True,0.6,,21.0,,,,46.0,47.0,0,3
220:18,220,1,18,21.0,,21.0,,23.0,,23.0,,24.0,unused,successful,24.0,e,1.0,e,resolved,0.9905269408351938,True,0.5994915417836008,,24.0,,,3.0,3.0,6.0,0,3
236:18,236,2,18,,,,,,,,,,unused,unused,,,0.0,,unsubmitted,0.9839076255721144,False,0.6,,,,,,,47.0,0,3
1:24,1,0,24,41.0,41.0,,41.0,,41.0,,42.0,,successful,unused,42.0,d,1.0,d,resolved,0.8902054536854775,True,0.47042565019858995,42.0,,remedy_supported,42.0,1.0,1.0,18.0,2,4
23:24,23,0,24,26.0,26.0,29.0,26.0,31.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.47103926075571095,True,0.47042565019858995,26.0,31.0,no_remedy,,,39.0,41.0,2,4
28:24,28,5,24,26.0,26.0,,26.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4715418883503854,True,0.506188904761806,26.0,,no_remedy,,,39.0,41.0,2,4
48:24,48,1,24,27.0,,27.0,,29.0,,29.0,,30.0,unused,successful,30.0,e,1.0,e,resolved,0.8368847967177435,True,0.5994915417836008,,30.0,,,3.0,3.0,6.0,0,4
50:24,50,3,24,27.0,27.0,,27.0,,,,28.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4691160105739046,True,0.40760183202748823,28.0,,remedy_supported,28.0,,38.0,41.0,1,4
53:24,53,2,24,26.0,,26.0,,28.0,,28.0,,29.0,unused,successful,29.0,e,1.0,e,resolved,0.9737918633439193,True,0.6,,29.0,,,3.0,3.0,5.0,0,4
79:24,79,4,24,27.0,30.0,27.0,30.0,29.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.6650539493166403,True,0.4162920712285151,30.0,29.0,no_remedy,,,38.0,41.0,1,4
88:24,88,0,24,25.0,,25.0,,27.0,,27.0,,28.0,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.7137402053372197,True,0.47042565019858995,,28.0,,,,40.0,41.0,2,4
93:24,93,3,24,42.0,42.0,,42.0,,,,43.0,,successful,unused,43.0,d,1.0,d,resolved,0.9693007223167571,True,0.40760183202748823,43.0,,remedy_supported,43.0,1.0,1.0,19.0,1,4
97:24,97,3,24,27.0,42.0,27.0,42.0,29.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.6159449819107115,True,0.40760183202748823,42.0,29.0,no_remedy,,,38.0,41.0,1,4
101:24,101,2,24,24.0,24.0,61.0,24.0,63.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.27236421648270515,True,0.6,24.0,63.0,no_remedy,,,41.0,41.0,0,4
135:24,135,0,24,25.0,25.0,,25.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.2468637276420685,False,0.47042565019858995,25.0,,no_remedy,,,40.0,41.0,2,4
162:24,162,5,24,26.0,26.0,29.0,26.0,31.0,,31.0,,32.0,closed_unresolved,successful,32.0,e,1.0,d,resolved,0.21541013457894992,True,0.506188904761806,26.0,32.0,no_remedy,,6.0,6.0,8.0,2,4
195:24,195,2,24,42.0,64.0,42.0,64.0,44.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.38462862337734305,True,0.6,64.0,44.0,no_remedy,,,23.0,41.0,0,4
197:24,197,1,24,27.0,,27.0,,29.0,,29.0,,30.0,unused,successful,30.0,e,1.0,e,resolved,0.48785807127128183,True,0.5994915417836008,,30.0,,,3.0,3.0,6.0,0,4
202:24,202,3,24,26.0,26.0,43.0,26.0,45.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7621952111211698,True,0.40760183202748823,26.0,45.0,no_remedy,,,39.0,41.0,1,4
215:24,215,1,24,24.0,,24.0,,26.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.5203028346488352,True,0.5994915417836008,,26.0,,,,41.0,41.0,0,4
226:24,226,5,24,34.0,34.0,,34.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.2376853010927655,False,0.506188904761806,34.0,,no_remedy,,,31.0,41.0,2,4
230:24,230,4,24,26.0,26.0,,26.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8005603473507588,False,0.4162920712285151,26.0,,no_remedy,,,39.0,41.0,1,4
16:30,16,5,30,32.0,32.0,,32.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.3444897561253334,False,0.506188904761806,32.0,,no_remedy,,,33.0,35.0,2,5
17:30,17,0,30,30.0,34.0,30.0,34.0,32.0,,32.0,,33.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.3483218358637366,True,0.47042565019858995,34.0,33.0,no_remedy,,,35.0,35.0,2,5
18:30,18,4,30,30.0,30.0,33.0,30.0,35.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.565910605081186,True,0.4162920712285151,30.0,35.0,no_remedy,,,35.0,35.0,1,5
69:30,69,0,30,33.0,39.0,33.0,39.0,35.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.2928181888461059,True,0.47042565019858995,39.0,35.0,no_remedy,,,32.0,35.0,2,5
84:30,84,3,30,32.0,32.0,,32.0,,,,33.0,,successful,unused,33.0,d,1.0,d,resolved,0.22932519955191122,True,0.40760183202748823,33.0,,remedy_supported,33.0,1.0,1.0,3.0,1,5
102:30,102,4,30,31.0,31.0,,31.0,,31.0,,32.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9033355307014705,False,0.4162920712285151,32.0,,remedy_supported,32.0,,34.0,35.0,1,5
127:30,127,4,30,31.0,31.0,34.0,31.0,36.0,,36.0,,37.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.8188890772965436,True,0.4162920712285151,31.0,37.0,no_remedy,,,34.0,35.0,1,5
128:30,128,2,30,30.0,30.0,,30.0,,30.0,,31.0,,successful,unused,31.0,d,1.0,d,resolved,0.7625083619950204,True,0.6,31.0,,remedy_supported,31.0,1.0,1.0,1.0,0,5
149:30,149,2,30,32.0,35.0,32.0,35.0,34.0,35.0,,36.0,,successful,closed_unresolved,36.0,d,1.0,e,resolved,0.8551686927611841,True,0.6,36.0,34.0,remedy_supported,36.0,4.0,4.0,6.0,0,5
164:30,164,5,30,30.0,34.0,30.0,34.0,32.0,34.0,,35.0,,successful,closed_unresolved,35.0,d,1.0,e,resolved,0.9572656790733756,True,0.506188904761806,35.0,32.0,remedy_supported,35.0,5.0,5.0,5.0,2,5
209:30,209,0,30,33.0,36.0,33.0,36.0,35.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.3124753200187798,True,0.47042565019858995,36.0,35.0,no_remedy,,,32.0,35.0,2,5
210:30,210,1,30,32.0,,32.0,,34.0,,34.0,,35.0,unused,successful,35.0,e,1.0,e,resolved,0.7972243286350806,True,0.5994915417836008,,35.0,,,3.0,3.0,5.0,0,5
216:30,216,0,30,32.0,32.0,,32.0,,32.0,,33.0,,successful,unused,33.0,d,1.0,d,resolved,0.9251787388289079,True,0.47042565019858995,33.0,,remedy_supported,33.0,1.0,1.0,3.0,2,5
219:30,219,3,30,32.0,40.0,32.0,40.0,34.0,40.0,34.0,41.0,35.0,successful,closed_unresolved,41.0,d,1.0,e,resolved,0.4685931763882196,True,0.40760183202748823,41.0,35.0,remedy_supported,41.0,9.0,9.0,11.0,1,5
27:36,27,1,36,36.0,39.0,36.0,39.0,38.0,39.0,,40.0,,successful,closed_unresolved,40.0,d,1.0,e,resolved,0.7068430872855871,True,0.5994915417836008,40.0,38.0,remedy_supported,40.0,4.0,4.0,4.0,0,6
47:36,47,3,36,36.0,36.0,54.0,36.0,56.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.8417602677675879,True,0.40760183202748823,36.0,56.0,no_remedy,,,29.0,29.0,1,6
59:36,59,5,36,36.0,36.0,,36.0,,,,37.0,,successful,unused,37.0,d,1.0,d,resolved,0.3200681415256143,True,0.506188904761806,37.0,,remedy_supported,37.0,1.0,1.0,1.0,2,6
66:36,66,5,36,37.0,37.0,,37.0,,,,38.0,,successful,unused,38.0,d,1.0,d,resolved,0.6496361069168813,True,0.506188904761806,38.0,,remedy_supported,38.0,1.0,1.0,2.0,2,6
67:36,67,1,36,39.0,39.0,,39.0,,,,40.0,,successful,unused,40.0,d,1.0,d,resolved,0.849971468963334,True,0.5994915417836008,40.0,,remedy_supported,40.0,1.0,1.0,4.0,0,6
68:36,68,0,36,36.0,39.0,36.0,39.0,38.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.41322075009759796,True,0.47042565019858995,39.0,38.0,no_remedy,,,29.0,29.0,2,6
83:36,83,0,36,39.0,39.0,,39.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8169579374413223,True,0.47042565019858995,39.0,,no_remedy,,,26.0,29.0,2,6
106:36,106,2,36,,,,,,,,,,unused,unused,,,0.0,,unsubmitted,0.41928840138456647,False,0.6,,,,,,,29.0,0,6
124:36,124,3,36,37.0,37.0,,37.0,,,,38.0,,successful,unused,38.0,d,1.0,d,resolved,0.9474850822505292,True,0.40760183202748823,38.0,,remedy_supported,38.0,1.0,1.0,2.0,1,6
130:36,130,5,36,38.0,38.0,,38.0,,,,39.0,,successful,unused,39.0,d,1.0,d,resolved,0.22489185454170935,True,0.506188904761806,39.0,,remedy_supported,39.0,1.0,1.0,3.0,2,6
154:36,154,3,36,38.0,38.0,38.0,38.0,40.0,,40.0,,41.0,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.9115791961118416,True,0.40760183202748823,38.0,41.0,no_remedy,,,27.0,29.0,1,6
166:36,166,2,36,39.0,39.0,,40.0,,40.0,,41.0,,successful,unused,41.0,d,1.0,d,resolved,0.8984992614696814,True,0.6,41.0,,remedy_supported,41.0,2.0,2.0,5.0,0,6
182:36,182,1,36,36.0,,36.0,,38.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.30173714716498445,True,0.5994915417836008,,38.0,,,,29.0,29.0,0,6
193:36,193,3,36,39.0,39.0,42.0,40.0,44.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.548728616687532,True,0.40760183202748823,40.0,44.0,no_remedy,,,26.0,29.0,1,6
204:36,204,0,36,39.0,39.0,,40.0,,40.0,,41.0,,successful,unused,41.0,d,1.0,d,resolved,0.9027344384797658,True,0.47042565019858995,41.0,,remedy_supported,41.0,2.0,2.0,5.0,2,6
205:36,205,4,36,39.0,55.0,39.0,55.0,41.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.28022178000567055,True,0.4162920712285151,55.0,41.0,no_remedy,,,26.0,29.0,1,6
