employee,firm,incident_eligible,reachable,merit,belief_d,belief_e,cost_d,cost_e,incident_cohort,scheduled_incident,preparation_rounds
0,2,False,True,0.8698539399727516,0.3945693174806783,0.5161707738463932,0.18654038943672296,0.3081624152006419,5,-1,2
1,0,True,True,0.8902054536854775,0.28830790495000835,0.27554244235247455,0.21668688159988372,0.31649777010066005,4,24,0
2,0,False,True,0.239301142291336,0.7772183162465633,0.444282453010213,0.32772765797841596,0.3009076541605427,6,-1,0
3,3,False,True,0.5689365443056376,0.2815955888458384,0.6860033520317763,0.17706932386205437,0.28475345782012124,2,-1,1
4,3,True,True,0.5470459784598544,0.5179038486390675,0.7263228396636967,0.2247344177150669,0.2853940579052098,7,42,3
5,5,True,False,0.45477128534167505,0.43659116918411034,0.5489737858108533,0.14902220114083753,0.3490707026160071,1,6,2
6,3,True,True,0.7432900134788709,0.6650595137222131,0.45026064239291685,0.14653167250873605,0.31485571575372423,3,18,3
7,0,True,True,0.7465367480282052,0.5797977123090384,0.34277625555793684,0.1723343378068246,0.2882382528828032,2,12,2
8,4,True,True,0.8381198283931675,0.22478753385403144,0.5799665614400606,0.3543984314243851,0.2604726284436956,7,42,0
9,0,False,True,0.8822468082394073,0.40750297828421156,0.26170166215497653,0.18153659086474366,0.18562294583153538,1,-1,1
10,4,False,True,0.4270404685717938,0.6336411755035294,0.5162072328010843,0.197516128337515,0.3268881411728745,1,-1,1
11,5,False,False,0.2532218386418936,0.27514102860963247,0.2329877885087443,0.12198139229895053,0.1704236653671275,7,-1,0
12,5,False,True,0.6312162667719676,0.6927921489623279,0.5686628569456009,0.1461429553483413,0.26290886371942923,2,-1,0
13,0,False,False,0.7675685946595219,0.5330368194104699,0.363824792233022,0.17968726762535506,0.3032821713540531,3,-1,0
14,5,False,True,0.7390030044201565,0.20913653409000255,0.7066570747289662,0.2750329357694047,0.18067430639053916,4,-1,1
15,4,True,True,0.9031534645466606,0.30043798492935614,0.6694727934678937,0.16557339280301897,0.24390021773794424,0,0,0
16,5,True,False,0.3444897561253334,0.5685956902089817,0.3149656051564844,0.21831826248549674,0.2841374174256035,5,30,2
17,0,True,True,0.3483218358637366,0.7463400871401733,0.5517645681940206,0.31456718287287455,0.15604831548494852,5,30,0
18,4,True,True,0.565910605081186,0.789595219406467,0.31610341505934425,0.25774872304427277,0.25703477541445036,5,30,0
19,5,True,True,0.4538665083047964,0.34978078940991675,0.39361924244123625,0.1281500886186728,0.13635056624269437,2,12,2
20,4,True,True,0.5576863481854355,0.374095580469812,0.6136349832555403,0.33478111359461143,0.3418056118888327,7,42,2
21,4,False,True,0.8268315413482679,0.7307497862285157,0.2278168573127159,0.32234193322347426,0.2694119968324223,2,-1,0
22,1,True,True,0.814293066592382,0.2574391789553427,0.7525390979603048,0.1495334247581212,0.251600752364449,2,12,0
23,0,True,True,0.47103926075571095,0.673768084103338,0.4719692483929704,0.26380909093323585,0.2876204320158875,4,24,2
24,0,True,True,0.987563597562557,0.7746572000524132,0.6829793311886654,0.2252987964620395,0.31351830473716047,2,12,0
25,1,False,True,0.66745987463309,0.5800610827460267,0.4644245466740378,0.28296795277798736,0.29016447665295686,4,-1,2
26,0,False,True,0.9870315141501149,0.5492206342012937,0.31272366416254394,0.26709556134833967,0.17999980315424724,3,-1,0
27,1,True,True,0.7068430872855871,0.4259676036441362,0.7144330381749335,0.23902749588270697,0.15541735544889362,6,36,0
28,5,True,True,0.4715418883503854,0.28000821427283473,0.30470514648477953,0.17648359360866592,0.26495190558575477,4,24,2
29,2,True,True,0.4019165154415846,0.462983958616908,0.25126708119605284,0.3416553389779024,0.2705277982926419,2,12,0
30,3,False,True,0.6630804752546423,0.25229961763842035,0.5130280113675108,0.2172998888595659,0.3093366639140424,1,-1,2
31,5,False,True,0.47654554099943436,0.42923468155667505,0.3180195417135664,0.13542436899205482,0.19879192905836263,5,-1,0
32,3,False,True,0.8426706841944924,0.7209873808187093,0.20954582181502562,0.2453364386306883,0.16919241352893416,5,-1,3
33,4,True,True,0.45719517919871233,0.7944531798098844,0.25761044255213345,0.21439887838743163,0.217458299740464,1,6,1
34,4,True,True,0.5639870253826444,0.3025337314011146,0.4731331275019813,0.3331694884409293,0.20885302125512223,1,6,3
35,2,False,True,0.8439011328187529,0.2786448644127413,0.29312996756232723,0.34426785312204233,0.3175832191083673,7,-1,3
36,5,True,True,0.3306545869185116,0.6024611082725279,0.3836680873249898,0.32694626340620175,0.335200429918379,0,0,3
37,2,True,False,0.5243724162730126,0.6966761270580661,0.34770380697920256,0.1644331515104481,0.30555419759701075,0,0,0
38,2,False,True,0.9503766687294581,0.32909757367630765,0.7145596161902722,0.28755717097513145,0.29790670312401035,2,-1,3
39,1,False,True,0.6324114819843804,0.27595475055165614,0.5982465304721192,0.32024643367455663,0.31363464551316456,5,-1,0
40,5,True,True,0.7390185525954414,0.4270559286089421,0.48198530675722817,0.32783542455198544,0.1989335257760069,1,6,1
41,3,False,True,0.6854930867344795,0.6940931751037731,0.23449582007713582,0.3154788033811054,0.24868561164208525,3,-1,0
42,4,True,True,0.5206669081530922,0.5815746493370327,0.23227243320834703,0.26961980258126056,0.2027608137411286,0,0,2
43,5,False,False,0.6060003569396348,0.3184415768214601,0.25984907753045133,0.24042812010095838,0.2028001334056866,4,-1,2
44,0,False,False,0.5498198102043366,0.5692019598085596,0.7557046765388452,0.17674187330049182,0.135069594704271,5,-1,3
45,5,False,True,0.7138561104398315,0.7132346320869971,0.2575110246424587,0.1298101518279825,0.27698793819667883,0,-1,0
46,5,True,True,0.3891262349051305,0.5174554683496584,0.2351376774547832,0.2751581034200293,0.1500822444648929,1,6,2
47,3,True,True,0.8417602677675879,0.519946156673641,0.37419668178960197,0.21000216092161997,0.2774174105813818,6,36,0
48,1,True,True,0.8368847967177435,0.5263539511046209,0.7123213295657465,0.18616102694017628,0.13881735068620557,4,24,3
49,5,False,True,0.8133449844649778,0.5900732764015575,0.6624691719218518,0.33974886549148536,0.20392433914481853,2,-1,1
50,3,True,True,0.4691160105739046,0.5960075660089996,0.33208155967941855,0.21292379758699395,0.35956871806155455,4,24,3
51,1,False,False,0.7951911177493234,0.788381986933981,0.39755880445671665,0.2017234156031382,0.13829747878928744,3,-1,2
52,2,False,True,0.5215390659542762,0.725539697279864,0.42636630829311317,0.22791521297180595,0.27420822934681716,4,-1,1
53,2,True,True,0.9737918633439193,0.6510344250488437,0.6489109961840589,0.2950767160519507,0.24779992812679857,4,24,2
54,4,True,True,0.8851786134215318,0.7511227556231685,0.6102581321196503,0.21183833343604425,0.1566732656638046,2,12,3
55,1,True,True,0.9284412129178004,0.4575149512346959,0.5774854911041873,0.22083878951817754,0.1691936625662638,0,0,1
56,2,False,True,0.8630095014186128,0.4261156304256359,0.47856053141067956,0.3156283923055472,0.14321175901309566,2,-1,1
57,4,True,False,0.9716238885004167,0.27034023176218397,0.24647266114050143,0.27779202290549,0.2634721099817429,3,18,2
58,3,True,True,0.6796322940173094,0.7287979765855004,0.3168892329481223,0.1833299523017534,0.20163934677773962,0,0,1
59,5,True,True,0.3200681415256143,0.6836481830001345,0.7644130575124075,0.15092469606952164,0.2123539438692647,6,36,0
60,0,False,True,0.7226305051128377,0.6267509408485492,0.37097660168277335,0.2917061629194788,0.20265322294087756,2,-1,0
61,3,True,True,0.6937211515675494,0.5707328724802849,0.6121900608638835,0.14864448931234103,0.32966496346279306,7,42,0
62,0,True,True,0.77846346196991,0.5308201825849352,0.2331854303146843,0.14643471258336407,0.23204282792499034,0,0,2
63,4,False,True,0.9386455538641496,0.6277883122317096,0.6484274971837581,0.2994340966928882,0.29850443412963507,0,-1,0
64,2,False,True,0.5790884445629346,0.7573159791569402,0.5006966189609612,0.15931430439231292,0.15291923078942787,6,-1,1
65,1,False,True,0.7644561328321231,0.33511920750928936,0.45441060598127037,0.3455629746744884,0.21625577212507902,4,-1,0
66,5,True,True,0.6496361069168813,0.5735681254785044,0.20892059648429345,0.28161999467877136,0.21526185050770436,6,36,1
67,1,True,True,0.849971468963334,0.7679363762476603,0.5764448547902907,0.17482637729569833,0.22565540893810299,6,36,3
68,0,True,True,0.41322075009759796,0.7709627601582547,0.5090116458102754,0.30263170479948626,0.26549161822124195,6,36,0
69,0,True,True,0.2928181888461059,0.3174003294421141,0.43043789121808484,0.19730723872092482,0.23539333668097462,5,30,3
70,1,False,True,0.6372296259350786,0.588963658882298,0.47778854071671967,0.20170400857461307,0.17532426176749505,5,-1,3
71,1,False,True,0.45863050053836085,0.412982946809919,0.41770293456305113,0.18110883829150368,0.28302017307012795,5,-1,1
72,1,False,True,0.630506900608029,0.3039570775680623,0.49117068755897153,0.29340981214278294,0.2120198887962474,1,-1,1
73,5,False,True,0.47105950874058894,0.23783978181837861,0.3597289275627028,0.15445206563425118,0.3119739745279242,3,-1,1
74,4,True,True,0.8132796267732176,0.507466193077916,0.22882871158824963,0.22949669265265885,0.20698824234029398,3,18,1
75,2,False,True,0.9065246905059865,0.384227870324381,0.37936281299527097,0.21460509764900904,0.2072824917989143,3,-1,3
76,1,True,True,0.544783234623755,0.7278912674400764,0.7128725717363582,0.1734695389429929,0.3443493429514885,0,0,2
77,0,True,True,0.3232596540277535,0.4916652746904324,0.6219717754372014,0.2693227266586844,0.23789364267958787,7,42,0
78,4,True,False,0.35891540141045275,0.551306068596942,0.6789249938309441,0.3432274832038005,0.33935010945153826,7,42,3
79,4,True,True,0.6650539493166403,0.2900515382908092,0.3688088003362419,0.19117672745280495,0.23842741365830378,4,24,3
80,4,False,True,0.5082019842019251,0.2644746495961519,0.3027309250843616,0.1538319904481456,0.23966866857498526,4,-1,1
81,2,False,True,0.9648737426631744,0.20547546482437223,0.4229832467219834,0.2961636030628103,0.1788146836899233,1,-1,1
82,5,True,True,0.49594945321450395,0.42329706706597825,0.22737092523099506,0.205946093085476,0.24639716165654402,1,6,2
83,0,True,True,0.8169579374413223,0.7675079590330014,0.3247875840090918,0.19058607967134897,0.28570202783781823,6,36,3
84,3,True,True,0.22932519955191122,0.6953923692276065,0.42302857952677253,0.1890541222701426,0.2111337917490164,5,30,2
85,5,False,True,0.5284809253479833,0.4454771782076072,0.3848967267849148,0.3088900006233047,0.17597621480288816,5,-1,0
86,1,True,True,0.9597185618280852,0.310255512993768,0.7036613968048913,0.26621657109102104,0.1610978153604829,2,12,2
87,0,True,True,0.26218004152940866,0.626302853337449,0.30842208455731873,0.1622384399463443,0.2805254045603748,3,18,3
88,0,True,True,0.7137402053372197,0.22699656335892954,0.4339584147888384,0.3172753641363837,0.29845433650023256,4,24,1
89,5,True,False,0.4952361511130273,0.48038674798981557,0.5082766162144217,0.22700058707904602,0.23838502884879245,3,18,3
90,0,False,True,0.8655708694126472,0.34975866661756383,0.6312072842505586,0.20092953344017178,0.24712275051070198,6,-1,1
91,3,False,True,0.65446255352343,0.6379971377606792,0.23053392263851216,0.2451486671464441,0.2047660409694137,6,-1,2
92,1,True,True,0.42494295992882947,0.5080096174963158,0.38515193015353116,0.30868787734993614,0.15347453040883488,7,42,1
