case_id,employee,firm,created,first_submitted,d_submitted,e_submitted,d_responded,e_responded,material_at,customer_intervened_at,d_due,e_due,d_status,e_status,resolved,resolved_by,compensation,initial_choice,status,merit,reachable,dependence,d_finished,e_finished,d_institution_outcome,d_implementation_at,processing_time,observed_wait,dispute_age_observed,customer,cohort,scenario,seed
111:6,111,0,6,6.0,6.0,,14.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4115972256147733,False,0.5308107884615616,14.0,,no_remedy,,,59.0,59.0,-1,1,domestic_tight,4
131:6,131,1,6,9.0,9.0,19.0,22.0,21.0,,21.0,,22.0,closed_unresolved,successful,22.0,e,1.0,d,resolved,0.8349415674848293,True,0.5527661857581584,22.0,22.0,no_remedy,,13.0,13.0,16.0,1,1,domestic_tight,4
136:6,136,4,6,36.0,,36.0,,38.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.8569075919436513,True,0.4,,38.0,,,,29.0,59.0,2,1,domestic_tight,4
142:6,142,3,6,37.0,37.0,59.0,,61.0,,,,,submitted,closed_unresolved,,,0.0,d,pending,0.5962484004414841,True,0.4445458727821995,,61.0,,,,28.0,59.0,2,1,domestic_tight,4
154:6,154,3,6,8.0,32.0,8.0,,10.0,,10.0,,11.0,submitted,closed_unresolved,,,0.0,e,pending,0.9365284191514516,True,0.4445458727821995,,11.0,,,,57.0,59.0,2,1,domestic_tight,4
159:6,159,3,6,8.0,11.0,8.0,25.0,10.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.44629146072192843,True,0.4445458727821995,25.0,10.0,no_remedy,,,57.0,59.0,2,1,domestic_tight,4
164:6,164,2,6,9.0,9.0,27.0,23.0,29.0,,29.0,,30.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.28400541719218525,True,0.5628147513199769,23.0,30.0,no_remedy,,,56.0,59.0,0,1,domestic_tight,4
166:6,166,4,6,6.0,9.0,6.0,24.0,8.0,,,25.0,,successful,closed_unresolved,25.0,d,1.0,e,resolved,0.2563102998627118,True,0.4,25.0,8.0,remedy_supported,25.0,19.0,19.0,19.0,2,1,domestic_tight,4
169:6,169,5,6,7.0,7.0,,18.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.27384000908578543,False,0.5090624016781037,18.0,,no_remedy,,,58.0,59.0,-1,1,domestic_tight,4
184:6,184,0,6,7.0,7.0,,19.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.28023185208621887,False,0.5308107884615616,19.0,,no_remedy,,,58.0,59.0,-1,1,domestic_tight,4
196:6,196,5,6,7.0,7.0,,20.0,,,,21.0,,successful,unused,21.0,d,1.0,d,resolved,0.8548810080572655,False,0.5090624016781037,21.0,,remedy_supported,21.0,14.0,14.0,15.0,-1,1,domestic_tight,4
205:6,205,2,6,11.0,,11.0,,13.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.5833409512223482,True,0.5628147513199769,,13.0,,,,54.0,59.0,0,1,domestic_tight,4
210:6,210,1,6,8.0,8.0,22.0,21.0,24.0,,24.0,,25.0,closed_unresolved,successful,25.0,e,1.0,d,resolved,0.9674565879685686,True,0.5527661857581584,21.0,25.0,no_remedy,,17.0,17.0,19.0,1,1,domestic_tight,4
0:12,0,0,12,21.0,21.0,,53.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6308979740045464,False,0.5308107884615616,53.0,,no_remedy,,,44.0,53.0,-1,2,domestic_tight,4
45:12,45,2,12,13.0,24.0,13.0,57.0,15.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.5565110167844391,True,0.5628147513199769,57.0,15.0,no_remedy,,,52.0,53.0,0,2,domestic_tight,4
68:12,68,2,12,12.0,15.0,12.0,36.0,14.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.7101693955592068,True,0.5628147513199769,36.0,14.0,no_remedy,,,53.0,53.0,0,2,domestic_tight,4
90:12,90,2,12,12.0,12.0,27.0,26.0,29.0,,29.0,,30.0,closed_unresolved,successful,30.0,e,1.0,d,resolved,0.7850154073928441,True,0.5628147513199769,26.0,30.0,no_remedy,,18.0,18.0,18.0,0,2,domestic_tight,4
92:12,92,1,12,14.0,14.0,44.0,34.0,46.0,,46.0,,47.0,closed_unresolved,successful,47.0,e,1.0,d,resolved,0.9036969356244011,True,0.5527661857581584,34.0,47.0,no_remedy,,33.0,33.0,35.0,1,2,domestic_tight,4
93:12,93,4,12,13.0,13.0,18.0,29.0,20.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3630326309702867,True,0.4,29.0,20.0,no_remedy,,,52.0,53.0,2,2,domestic_tight,4
101:12,101,0,12,13.0,13.0,,30.0,,,,31.0,,successful,unused,31.0,d,1.0,d,resolved,0.26187437881314274,False,0.5308107884615616,31.0,,remedy_supported,31.0,18.0,18.0,19.0,-1,2,domestic_tight,4
134:12,134,5,12,14.0,14.0,,35.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.3686337903404816,False,0.5090624016781037,35.0,,no_remedy,,,51.0,53.0,-1,2,domestic_tight,4
139:12,139,1,12,13.0,13.0,30.0,31.0,32.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9448271095161964,True,0.5527661857581584,31.0,32.0,no_remedy,,,52.0,53.0,1,2,domestic_tight,4
144:12,144,3,12,12.0,12.0,19.0,27.0,21.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.2031202986021997,True,0.4445458727821995,27.0,21.0,no_remedy,,,53.0,53.0,2,2,domestic_tight,4
148:12,148,4,12,13.0,13.0,28.0,32.0,30.0,,,33.0,,successful,closed_unresolved,33.0,d,1.0,d,resolved,0.47558085400339895,True,0.4,33.0,30.0,remedy_supported,33.0,20.0,20.0,21.0,2,2,domestic_tight,4
149:12,149,5,12,15.0,15.0,,37.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.25521966738188334,False,0.5090624016781037,37.0,,no_remedy,,,50.0,53.0,-1,2,domestic_tight,4
198:12,198,5,12,13.0,13.0,,33.0,,,,34.0,,successful,unused,34.0,d,1.0,d,resolved,0.9114823135651013,False,0.5090624016781037,34.0,,remedy_supported,34.0,21.0,21.0,22.0,-1,2,domestic_tight,4
211:12,211,0,12,15.0,15.0,,38.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4383183658885744,False,0.5308107884615616,38.0,,no_remedy,,,50.0,53.0,-1,2,domestic_tight,4
233:12,233,2,12,13.0,16.0,13.0,39.0,15.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.3738557448880161,True,0.5628147513199769,39.0,15.0,no_remedy,,,52.0,53.0,0,2,domestic_tight,4
1:18,1,0,18,18.0,18.0,,40.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4975729627886047,False,0.5308107884615616,40.0,,no_remedy,,,47.0,47.0,-1,3,domestic_tight,4
18:18,18,2,18,19.0,19.0,36.0,44.0,38.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.4559895700611543,True,0.5628147513199769,44.0,38.0,no_remedy,,,46.0,47.0,0,3,domestic_tight,4
24:18,24,2,18,20.0,20.0,26.0,48.0,28.0,,,49.0,,successful,closed_unresolved,49.0,d,1.0,d,resolved,0.658769940233221,True,0.5628147513199769,49.0,28.0,remedy_supported,49.0,29.0,29.0,31.0,0,3,domestic_tight,4
62:18,62,1,18,20.0,20.0,,49.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.575011414988529,True,0.5527661857581584,49.0,,no_remedy,,,45.0,47.0,1,3,domestic_tight,4
63:18,63,5,18,19.0,19.0,,45.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.31066559394994064,False,0.5090624016781037,45.0,,no_remedy,,,46.0,47.0,-1,3,domestic_tight,4
83:18,83,4,18,20.0,20.0,29.0,50.0,31.0,,,51.0,,successful,closed_unresolved,51.0,d,1.0,d,resolved,0.3284869602205721,True,0.4,51.0,31.0,remedy_supported,51.0,31.0,31.0,33.0,2,3,domestic_tight,4
84:18,84,1,18,20.0,20.0,26.0,51.0,28.0,,,52.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6402930330453751,True,0.5527661857581584,52.0,28.0,remedy_supported,52.0,,45.0,47.0,1,3,domestic_tight,4
95:18,95,2,18,18.0,18.0,,41.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6879645136979946,False,0.5628147513199769,41.0,,no_remedy,,,47.0,47.0,0,3,domestic_tight,4
115:18,115,5,18,21.0,21.0,,54.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8788266974505781,False,0.5090624016781037,54.0,,no_remedy,,,44.0,47.0,-1,3,domestic_tight,4
118:18,118,3,18,19.0,19.0,,46.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.47110553677266964,False,0.4445458727821995,46.0,,no_remedy,,,46.0,47.0,2,3,domestic_tight,4
143:18,143,3,18,20.0,23.0,20.0,55.0,22.0,,,56.0,,successful,closed_unresolved,56.0,d,1.0,e,resolved,0.2474769297958817,True,0.4445458727821995,56.0,22.0,remedy_supported,56.0,36.0,36.0,38.0,2,3,domestic_tight,4
146:18,146,4,18,18.0,18.0,24.0,42.0,26.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.2938390211295402,True,0.4,42.0,26.0,no_remedy,,,47.0,47.0,2,3,domestic_tight,4
153:18,153,5,18,32.0,32.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.5865444495202394,False,0.5090624016781037,,,,,,33.0,47.0,-1,3,domestic_tight,4
161:18,161,1,18,21.0,25.0,21.0,64.0,23.0,,23.0,,24.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.37938282726009115,True,0.5527661857581584,64.0,24.0,no_remedy,,,44.0,47.0,1,3,domestic_tight,4
175:18,175,0,18,26.0,26.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.3893624789332639,False,0.5308107884615616,,,,,,39.0,47.0,-1,3,domestic_tight,4
193:18,193,5,18,18.0,18.0,,43.0,,,,44.0,,successful,unused,44.0,d,1.0,d,resolved,0.7750378403390059,False,0.5090624016781037,44.0,,remedy_supported,44.0,26.0,26.0,26.0,-1,3,domestic_tight,4
199:18,199,3,18,40.0,,40.0,,42.0,,42.0,,43.0,unused,successful,43.0,e,1.0,e,resolved,0.9863410629686111,True,0.4445458727821995,,43.0,,,3.0,3.0,25.0,2,3,domestic_tight,4
220:18,220,2,18,19.0,,19.0,,21.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.3960208919422448,True,0.5628147513199769,,21.0,,,,46.0,47.0,0,3,domestic_tight,4
224:18,224,1,18,21.0,21.0,50.0,,52.0,,52.0,,53.0,cancelled_by_resolution,successful,53.0,e,1.0,d,resolved,0.76935398388401,True,0.5527661857581584,53.0,53.0,,,32.0,32.0,35.0,1,3,domestic_tight,4
225:18,225,3,18,19.0,19.0,23.0,47.0,25.0,,,48.0,,successful,closed_unresolved,48.0,d,1.0,d,resolved,0.4532290380934619,True,0.4445458727821995,48.0,25.0,remedy_supported,48.0,29.0,29.0,30.0,2,3,domestic_tight,4
234:18,234,0,18,20.0,20.0,,52.0,,,,53.0,,successful,unused,53.0,d,1.0,d,resolved,0.7958013638621726,False,0.5308107884615616,53.0,,remedy_supported,53.0,33.0,33.0,35.0,-1,3,domestic_tight,4
10:24,10,5,24,26.0,26.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.2703851190672573,False,0.5090624016781037,,,,,,39.0,41.0,-1,4,domestic_tight,4
29:24,29,0,24,26.0,26.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.6480219088121795,False,0.5308107884615616,,,,,,39.0,41.0,-1,4,domestic_tight,4
36:24,36,3,24,24.0,24.0,,56.0,,,,57.0,,successful,unused,57.0,d,1.0,d,resolved,0.5254307147323949,False,0.4445458727821995,57.0,,remedy_supported,57.0,33.0,33.0,33.0,2,4,domestic_tight,4
61:24,61,4,24,27.0,,27.0,,29.0,,29.0,,30.0,unused,successful,30.0,e,1.0,e,resolved,0.7692331336096836,True,0.4,,30.0,,,3.0,3.0,6.0,2,4,domestic_tight,4
67:24,67,2,24,25.0,28.0,25.0,,27.0,,,,,submitted,closed_unresolved,,,0.0,e,pending,0.22393156545375945,True,0.5628147513199769,,27.0,,,,40.0,41.0,0,4,domestic_tight,4
74:24,74,4,24,26.0,26.0,48.0,,50.0,,,,,submitted,closed_unresolved,,,0.0,d,pending,0.44262853702267946,True,0.4,,50.0,,,,39.0,41.0,2,4,domestic_tight,4
79:24,79,3,24,24.0,24.0,,58.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.20845343911589584,False,0.4445458727821995,58.0,,no_remedy,,,41.0,41.0,2,4,domestic_tight,4
96:24,96,2,24,26.0,26.0,46.0,,48.0,,,,,submitted,closed_unresolved,,,0.0,d,pending,0.38331297278963117,True,0.5628147513199769,,48.0,,,,39.0,41.0,0,4,domestic_tight,4
97:24,97,4,24,26.0,26.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.7610289025425561,True,0.4,,,,,,39.0,41.0,2,4,domestic_tight,4
102:24,102,2,24,25.0,25.0,59.0,,61.0,,61.0,,62.0,cancelled_by_resolution,successful,62.0,e,1.0,d,resolved,0.6324326138820866,True,0.5628147513199769,62.0,62.0,,,37.0,37.0,38.0,0,4,domestic_tight,4
124:24,124,3,24,25.0,,25.0,,27.0,,27.0,,28.0,unused,successful,28.0,e,1.0,e,resolved,0.5467905011370019,True,0.4445458727821995,,28.0,,,3.0,3.0,4.0,2,4,domestic_tight,4
128:24,128,0,24,24.0,24.0,,59.0,,,,60.0,,successful,unused,60.0,d,1.0,d,resolved,0.4109726528337011,False,0.5308107884615616,60.0,,remedy_supported,60.0,36.0,36.0,36.0,-1,4,domestic_tight,4
138:24,138,0,24,26.0,26.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.7758756480062068,False,0.5308107884615616,,,,,,39.0,41.0,-1,4,domestic_tight,4
156:24,156,1,24,24.0,24.0,,61.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5415604439230238,True,0.5527661857581584,61.0,,no_remedy,,,41.0,41.0,1,4,domestic_tight,4
188:24,188,0,24,27.0,27.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.22241439029636467,False,0.5308107884615616,,,,,,38.0,41.0,-1,4,domestic_tight,4
190:24,190,2,24,25.0,,25.0,,27.0,,27.0,,28.0,unused,successful,28.0,e,1.0,e,resolved,0.6128536164799866,True,0.5628147513199769,,28.0,,,3.0,3.0,4.0,0,4,domestic_tight,4
203:24,203,0,24,24.0,24.0,,62.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.40943361443904813,False,0.5308107884615616,62.0,,no_remedy,,,41.0,41.0,-1,4,domestic_tight,4
208:24,208,5,24,32.0,32.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.5372726458173405,False,0.5090624016781037,,,,,,33.0,41.0,-1,4,domestic_tight,4
214:24,214,2,24,25.0,25.0,31.0,65.0,33.0,,33.0,,34.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.35782618361535773,True,0.5628147513199769,65.0,34.0,no_remedy,,,40.0,41.0,0,4,domestic_tight,4
221:24,221,4,24,30.0,30.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.7657166466848835,False,0.4,,,,,,35.0,41.0,2,4,domestic_tight,4
231:24,231,1,24,24.0,24.0,29.0,63.0,31.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5878527806442834,True,0.5527661857581584,63.0,31.0,no_remedy,,,41.0,41.0,1,4,domestic_tight,4
2:30,2,0,30,33.0,33.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.3697875303226294,False,0.5308107884615616,,,,,,32.0,35.0,-1,5,domestic_tight,4
4:30,4,0,30,31.0,31.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.990483175110888,False,0.5308107884615616,,,,,,34.0,35.0,-1,5,domestic_tight,4
12:30,12,2,30,33.0,33.0,40.0,,42.0,,,,,submitted,closed_unresolved,,,0.0,d,pending,0.7984155882164874,True,0.5628147513199769,,42.0,,,,32.0,35.0,0,5,domestic_tight,4
19:30,19,4,30,33.0,33.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.3516173356522462,False,0.4,,,,,,32.0,35.0,2,5,domestic_tight,4
20:30,20,2,30,31.0,31.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.2699411423353093,True,0.5628147513199769,,,,,,34.0,35.0,0,5,domestic_tight,4
21:30,21,5,30,59.0,59.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.2218906906311042,False,0.5090624016781037,,,,,,6.0,35.0,-1,5,domestic_tight,4
22:30,22,3,30,32.0,32.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.9957279601327444,True,0.4445458727821995,,,,,,33.0,35.0,2,5,domestic_tight,4
35:30,35,3,30,33.0,36.0,33.0,,35.0,,,,,submitted,closed_unresolved,,,0.0,e,pending,0.27552801237970687,True,0.4445458727821995,,35.0,,,,32.0,35.0,2,5,domestic_tight,4
41:30,41,5,30,32.0,32.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.4490921959235838,False,0.5090624016781037,,,,,,33.0,35.0,-1,5,domestic_tight,4
46:30,46,4,30,30.0,30.0,37.0,,39.0,,,,,submitted,closed_unresolved,,,0.0,d,pending,0.9671206583410499,True,0.4,,39.0,,,,35.0,35.0,2,5,domestic_tight,4
53:30,53,1,30,30.0,,30.0,,32.0,,32.0,,33.0,unused,successful,33.0,e,1.0,e,resolved,0.32981614055104214,True,0.5527661857581584,,33.0,,,3.0,3.0,3.0,1,5,domestic_tight,4
55:30,55,1,30,33.0,50.0,33.0,,35.0,,,,,submitted,closed_unresolved,,,0.0,e,pending,0.42048525314014235,True,0.5527661857581584,,35.0,,,,32.0,35.0,1,5,domestic_tight,4
57:30,57,4,30,32.0,36.0,32.0,,34.0,,34.0,,35.0,submitted,closed_unresolved,,,0.0,e,pending,0.5762650274350771,True,0.4,,35.0,,,,33.0,35.0,2,5,domestic_tight,4
60:30,60,5,30,31.0,31.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.7528198587010877,False,0.5090624016781037,,,,,,34.0,35.0,-1,5,domestic_tight,4
66:30,66,3,30,45.0,45.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.3387599090966441,True,0.4445458727821995,,,,,,20.0,35.0,2,5,domestic_tight,4
76:30,76,5,30,32.0,32.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.7802673974858538,False,0.5090624016781037,,,,,,33.0,35.0,-1,5,domestic_tight,4
88:30,88,2,30,30.0,33.0,30.0,,32.0,,,,,submitted,closed_unresolved,,,0.0,e,pending,0.35964664316723954,True,0.5628147513199769,,32.0,,,,35.0,35.0,0,5,domestic_tight,4
98:30,98,0,30,34.0,34.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.49085322054006425,False,0.5308107884615616,,,,,,31.0,35.0,-1,5,domestic_tight,4
105:30,105,0,30,34.0,34.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.9121791882666967,False,0.5308107884615616,,,,,,31.0,35.0,-1,5,domestic_tight,4
107:30,107,1,30,32.0,36.0,32.0,,34.0,,34.0,,35.0,submitted,closed_unresolved,,,0.0,e,pending,0.6212073127120498,True,0.5527661857581584,,35.0,,,,33.0,35.0,1,5,domestic_tight,4
152:30,152,3,30,33.0,33.0,64.0,,,,,,,submitted,submitted,,,0.0,d,pending,0.7697512836799734,True,0.4445458727821995,,,,,,32.0,35.0,2,5,domestic_tight,4
162:30,162,2,30,32.0,35.0,32.0,,34.0,,34.0,,35.0,cancelled_by_resolution,successful,35.0,e,1.0,e,resolved,0.7732115236498966,True,0.5628147513199769,35.0,35.0,,,3.0,3.0,5.0,0,5,domestic_tight,4
185:30,185,4,30,,,,,,,,,,unused,unused,,,0.0,,unsubmitted,0.7218352714274185,False,0.4,,,,,,,35.0,2,5,domestic_tight,4
222:30,222,3,30,33.0,33.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.8805108659829177,True,0.4445458727821995,,,,,,32.0,35.0,2,5,domestic_tight,4
16:36,16,1,36,40.0,,40.0,,42.0,,42.0,,43.0,unused,successful,43.0,e,1.0,e,resolved,0.9723346208123409,True,0.5527661857581584,,43.0,,,3.0,3.0,7.0,1,6,domestic_tight,4
26:36,26,3,36,37.0,37.0,51.0,,53.0,,,,,submitted,closed_unresolved,,,0.0,d,pending,0.20537327559381452,True,0.4445458727821995,,53.0,,,,28.0,29.0,2,6,domestic_tight,4
34:36,34,0,36,38.0,38.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.647445327833436,False,0.5308107884615616,,,,,,27.0,29.0,-1,6,domestic_tight,4
38:36,38,2,36,37.0,37.0,48.0,,50.0,,50.0,,51.0,cancelled_by_resolution,successful,51.0,e,1.0,d,resolved,0.29972626108316913,True,0.5628147513199769,51.0,51.0,,,14.0,14.0,15.0,0,6,domestic_tight,4
39:36,39,1,36,39.0,,39.0,,41.0,,41.0,,42.0,unused,successful,42.0,e,1.0,e,resolved,0.5464468036548098,True,0.5527661857581584,,42.0,,,3.0,3.0,6.0,1,6,domestic_tight,4
71:36,71,4,36,37.0,37.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.7409227967685192,True,0.4,,,,,,28.0,29.0,2,6,domestic_tight,4
80:36,80,1,36,39.0,,39.0,,41.0,,41.0,,42.0,unused,successful,42.0,e,1.0,e,resolved,0.9238685463161977,True,0.5527661857581584,,42.0,,,3.0,3.0,6.0,1,6,domestic_tight,4
82:36,82,0,36,42.0,42.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.6074228055329951,False,0.5308107884615616,,,,,,23.0,29.0,-1,6,domestic_tight,4
114:36,114,1,36,37.0,37.0,49.0,,51.0,,51.0,,52.0,cancelled_by_resolution,successful,52.0,e,1.0,d,resolved,0.38263044569418736,True,0.5527661857581584,52.0,52.0,,,15.0,15.0,16.0,1,6,domestic_tight,4
122:36,122,4,36,54.0,61.0,54.0,,56.0,,56.0,,57.0,submitted,closed_unresolved,,,0.0,e,pending,0.6522315476400549,True,0.4,,57.0,,,,11.0,29.0,2,6,domestic_tight,4
132:36,132,2,36,,,,,,,,,,unused,unused,,,0.0,,unsubmitted,0.5604880049771497,False,0.5628147513199769,,,,,,,29.0,0,6,domestic_tight,4
179:36,179,0,36,39.0,39.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.8651447906351206,False,0.5308107884615616,,,,,,26.0,29.0,-1,6,domestic_tight,4
183:36,183,2,36,39.0,,39.0,,41.0,,41.0,,42.0,unused,successful,42.0,e,1.0,e,resolved,0.5304479467902838,True,0.5628147513199769,,42.0,,,3.0,3.0,6.0,0,6,domestic_tight,4
201:36,201,3,36,38.0,58.0,38.0,,40.0,,,,,submitted,closed_unresolved,,,0.0,e,pending,0.3829003029717146,True,0.4445458727821995,,40.0,,,,27.0,29.0,2,6,domestic_tight,4
218:36,218,3,36,38.0,41.0,38.0,,40.0,,,,,submitted,closed_unresolved,,,0.0,e,pending,0.9154876620439578,True,0.4445458727821995,,40.0,,,,27.0,29.0,2,6,domestic_tight,4
223:36,223,5,36,37.0,37.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.9028044681641567,False,0.5090624016781037,,,,,,28.0,29.0,-1,6,domestic_tight,4
232:36,232,0,36,38.0,38.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.5841213367353673,False,0.5308107884615616,,,,,,27.0,29.0,-1,6,domestic_tight,4
238:36,238,4,36,36.0,36.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.6628598123659498,False,0.4,,,,,,29.0,29.0,2,6,domestic_tight,4
239:36,239,5,36,38.0,38.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.4223963416372085,False,0.5090624016781037,,,,,,27.0,29.0,-1,6,domestic_tight,4
7:42,7,3,42,42.0,42.0,59.0,,61.0,,,,,submitted,closed_unresolved,,,0.0,d,pending,0.48581548244176465,True,0.4445458727821995,,61.0,,,,23.0,23.0,2,7,domestic_tight,4
15:42,15,0,42,42.0,42.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.20148368023001187,False,0.5308107884615616,,,,,,23.0,23.0,-1,7,domestic_tight,4
33:42,33,2,42,43.0,43.0,50.0,,52.0,,,,,submitted,closed_unresolved,,,0.0,d,pending,0.4553332639540695,True,0.5628147513199769,,52.0,,,,22.0,23.0,0,7,domestic_tight,4
48:42,48,4,42,45.0,65.0,45.0,,47.0,,47.0,,48.0,submitted,closed_unresolved,,,0.0,e,pending,0.6415854731630939,True,0.4,,48.0,,,,20.0,23.0,2,7,domestic_tight,4
64:42,64,5,42,43.0,43.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.9550761929092904,False,0.5090624016781037,,,,,,22.0,23.0,-1,7,domestic_tight,4
86:42,86,4,42,42.0,42.0,42.0,,44.0,,,,,submitted,closed_unresolved,,,0.0,d+e,pending,0.6890720773031057,True,0.4,,44.0,,,,23.0,23.0,2,7,domestic_tight,4
94:42,94,0,42,45.0,45.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.8126321347292655,False,0.5308107884615616,,,,,,20.0,23.0,-1,7,domestic_tight,4
106:42,106,0,42,43.0,43.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.3592029436608812,False,0.5308107884615616,,,,,,22.0,23.0,-1,7,domestic_tight,4
116:42,116,5,42,60.0,60.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.22160512684341427,False,0.5090624016781037,,,,,,5.0,23.0,-1,7,domestic_tight,4
137:42,137,3,42,42.0,,42.0,,44.0,,44.0,,45.0,unused,successful,45.0,e,1.0,e,resolved,0.7651531024098495,True,0.4445458727821995,,45.0,,,3.0,3.0,3.0,2,7,domestic_tight,4
145:42,145,4,42,43.0,,43.0,,45.0,,45.0,,46.0,unused,successful,46.0,e,1.0,e,resolved,0.23087720255209723,True,0.4,,46.0,,,3.0,3.0,4.0,2,7,domestic_tight,4
155:42,155,5,42,61.0,61.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.6411687550356759,False,0.5090624016781037,,,,,,4.0,23.0,-1,7,domestic_tight,4
157:42,157,1,42,42.0,42.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.22366218447145628,False,0.5527661857581584,,,,,,23.0,23.0,1,7,domestic_tight,4
158:42,158,2,42,54.0,,54.0,,56.0,,56.0,,57.0,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.7231668797556929,True,0.5628147513199769,,57.0,,,,11.0,23.0,0,7,domestic_tight,4
160:42,160,2,42,44.0,47.0,44.0,,46.0,,46.0,,47.0,cancelled_by_resolution,successful,47.0,e,1.0,e,resolved,0.7472394163586755,True,0.5628147513199769,47.0,47.0,,,3.0,3.0,5.0,0,7,domestic_tight,4
165:42,165,0,42,43.0,43.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.29319874616085884,False,0.5308107884615616,,,,,,22.0,23.0,-1,7,domestic_tight,4
170:42,170,3,42,43.0,46.0,43.0,,45.0,,,,,submitted,closed_unresolved,,,0.0,e,pending,0.5619645683704573,True,0.4445458727821995,,45.0,,,,22.0,23.0,2,7,domestic_tight,4
174:42,174,1,42,42.0,42.0,58.0,,60.0,,60.0,,61.0,cancelled_by_resolution,successful,61.0,e,1.0,d,resolved,0.7214728110565873,True,0.5527661857581584,61.0,61.0,,,19.0,19.0,19.0,1,7,domestic_tight,4
