case_id,employee,firm,created,first_submitted,d_submitted,e_submitted,d_responded,e_responded,material_at,customer_intervened_at,d_due,e_due,d_status,e_status,resolved,resolved_by,compensation,initial_choice,status,merit,reachable,dependence,d_finished,e_finished,d_institution_outcome,d_implementation_at,processing_time,observed_wait,dispute_age_observed,customer,cohort
207:0,207,5,0,1.0,1.0,,3.0,,,,4.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.304284400933786,False,0.506188904761806,4.0,,remedy_supported,4.0,,43.0,44.0,2,0
218:0,218,2,0,2.0,2.0,5.0,4.0,7.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.4351729701343245,True,0.6,4.0,7.0,no_remedy,,,42.0,44.0,0,0
227:0,227,2,0,2.0,2.0,,4.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9162306521268702,False,0.6,4.0,,no_remedy,,,42.0,44.0,0,0
228:0,228,5,0,2.0,,2.0,,4.0,,4.0,,5.0,unused,successful,5.0,e,1.0,e,resolved,0.8779814963463997,True,0.506188904761806,,5.0,,,3.0,3.0,5.0,2,0
5:3,5,5,3,5.0,5.0,,7.0,,,,8.0,,successful,unused,8.0,d,1.0,d,resolved,0.45477128534167505,False,0.506188904761806,8.0,,remedy_supported,8.0,3.0,3.0,5.0,2,1
33:3,33,4,3,4.0,4.0,,6.0,,,,7.0,,successful,unused,7.0,d,1.0,d,resolved,0.45719517919871233,True,0.4162920712285151,7.0,,remedy_supported,7.0,3.0,3.0,4.0,1,1
34:3,34,4,3,6.0,18.0,6.0,20.0,8.0,,8.0,21.0,9.0,successful,closed_unresolved,21.0,d,1.0,e,resolved,0.5639870253826444,True,0.4162920712285151,21.0,9.0,remedy_supported,21.0,15.0,15.0,18.0,1,1
40:3,40,5,3,4.0,,4.0,,6.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.7390185525954414,True,0.506188904761806,,6.0,,,,40.0,41.0,2,1
46:3,46,5,3,5.0,5.0,9.0,7.0,11.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3891262349051305,True,0.506188904761806,7.0,11.0,no_remedy,,,39.0,41.0,2,1
82:3,82,5,3,5.0,5.0,,7.0,,,,8.0,,successful,unused,8.0,d,1.0,d,resolved,0.49594945321450395,True,0.506188904761806,8.0,,remedy_supported,8.0,3.0,3.0,5.0,2,1
95:3,95,0,3,,,,,,,,,,unused,unused,,,0.0,,unsubmitted,0.5067201597835275,True,0.47042565019858995,,,,,,,41.0,2,1
96:3,96,1,3,4.0,4.0,7.0,6.0,9.0,,9.0,,10.0,closed_unresolved,successful,10.0,e,1.0,d,resolved,0.9102605940570492,True,0.5994915417836008,6.0,10.0,no_remedy,,6.0,6.0,7.0,0,1
137:3,137,3,3,4.0,4.0,,6.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.48363075790668913,True,0.40760183202748823,6.0,,no_remedy,,,40.0,41.0,1,1
140:3,140,4,3,6.0,19.0,6.0,21.0,8.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.9500836652112532,True,0.4162920712285151,21.0,8.0,no_remedy,,,38.0,41.0,1,1
153:3,153,3,3,5.0,5.0,8.0,7.0,10.0,,10.0,,11.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3618925309249741,True,0.40760183202748823,7.0,11.0,no_remedy,,,39.0,41.0,1,1
171:3,171,0,3,4.0,4.0,,6.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.7628508262393561,False,0.47042565019858995,6.0,,no_remedy,,,40.0,41.0,2,1
176:3,176,1,3,3.0,10.0,3.0,12.0,5.0,,,13.0,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.9326632755416644,True,0.5994915417836008,13.0,5.0,remedy_supported,13.0,,41.0,41.0,0,1
187:3,187,3,3,4.0,,4.0,,6.0,,6.0,,7.0,unused,successful,7.0,e,1.0,e,resolved,0.6947425662725659,True,0.40760183202748823,,7.0,,,3.0,3.0,4.0,1,1
199:3,199,2,3,3.0,6.0,3.0,8.0,5.0,,,9.0,,successful,closed_unresolved,9.0,d,1.0,e,resolved,0.35240946575968657,True,0.6,9.0,5.0,remedy_supported,9.0,6.0,6.0,6.0,0,1
206:3,206,3,3,4.0,4.0,,6.0,,,,7.0,,successful,unused,7.0,d,1.0,d,resolved,0.46906376896801927,True,0.40760183202748823,7.0,,remedy_supported,7.0,3.0,3.0,4.0,1,1
214:3,214,2,3,6.0,10.0,6.0,12.0,8.0,,8.0,13.0,9.0,successful,closed_unresolved,13.0,d,1.0,e,resolved,0.6202544171834288,True,0.6,13.0,9.0,remedy_supported,13.0,7.0,7.0,10.0,0,1
7:6,7,0,6,8.0,8.0,,10.0,,,,11.0,,successful,unused,11.0,d,1.0,d,resolved,0.7465367480282052,True,0.47042565019858995,11.0,,remedy_supported,11.0,3.0,3.0,5.0,2,2
19:6,19,5,6,8.0,8.0,,10.0,,,,11.0,,successful,unused,11.0,d,1.0,d,resolved,0.4538665083047964,True,0.506188904761806,11.0,,remedy_supported,11.0,3.0,3.0,5.0,2,2
22:6,22,1,6,6.0,16.0,6.0,18.0,8.0,,8.0,19.0,9.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.814293066592382,True,0.5994915417836008,19.0,9.0,remedy_supported,19.0,,38.0,38.0,0,2
24:6,24,0,6,6.0,6.0,,8.0,,,,9.0,,successful,unused,9.0,d,1.0,d,resolved,0.987563597562557,True,0.47042565019858995,9.0,,remedy_supported,9.0,3.0,3.0,3.0,2,2
29:6,29,2,6,,,,,,,,,,unused,unused,,,0.0,,unsubmitted,0.4019165154415846,True,0.6,,,,,,,38.0,0,2
54:6,54,4,6,9.0,9.0,12.0,11.0,14.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.8851786134215318,True,0.4162920712285151,11.0,14.0,no_remedy,,,35.0,38.0,1,2
86:6,86,1,6,8.0,,8.0,,10.0,,10.0,,11.0,unused,successful,11.0,e,1.0,e,resolved,0.9597185618280852,True,0.5994915417836008,,11.0,,,3.0,3.0,5.0,0,2
109:6,109,3,6,9.0,9.0,,11.0,,,,12.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8508497976451543,True,0.40760183202748823,12.0,,remedy_supported,12.0,,35.0,38.0,1,2
117:6,117,1,6,9.0,9.0,13.0,11.0,15.0,,,12.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6172750821936452,True,0.5994915417836008,12.0,15.0,remedy_supported,12.0,,35.0,38.0,0,2
131:6,131,5,6,9.0,15.0,9.0,17.0,11.0,,,18.0,,successful,closed_unresolved,18.0,d,1.0,e,resolved,0.9973810806458232,True,0.506188904761806,18.0,11.0,remedy_supported,18.0,9.0,9.0,12.0,2,2
136:6,136,4,6,7.0,10.0,7.0,12.0,9.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.47127513041529295,True,0.4162920712285151,12.0,9.0,no_remedy,,,37.0,38.0,1,2
141:6,141,3,6,9.0,9.0,,11.0,,,,12.0,,successful,unused,12.0,d,1.0,d,resolved,0.6363027851073777,True,0.40760183202748823,12.0,,remedy_supported,12.0,3.0,3.0,6.0,1,2
163:6,163,1,6,7.0,7.0,42.0,9.0,44.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9704137692613084,True,0.5994915417836008,9.0,44.0,no_remedy,,,37.0,38.0,0,2
179:6,179,0,6,7.0,7.0,10.0,9.0,12.0,,12.0,,13.0,closed_unresolved,successful,13.0,e,1.0,d,resolved,0.38803250322340993,True,0.47042565019858995,9.0,13.0,no_remedy,,6.0,6.0,7.0,2,2
181:6,181,2,6,7.0,7.0,,9.0,,,,10.0,,successful,unused,10.0,d,1.0,d,resolved,0.7430482022792215,False,0.6,10.0,,remedy_supported,10.0,3.0,3.0,4.0,0,2
184:6,184,2,6,9.0,9.0,,12.0,,,,13.0,,successful,unused,13.0,d,1.0,d,resolved,0.6673718822457438,True,0.6,13.0,,remedy_supported,13.0,4.0,4.0,7.0,0,2
191:6,191,5,6,6.0,6.0,,8.0,,,,9.0,,successful,unused,9.0,d,1.0,d,resolved,0.9396717497346392,True,0.506188904761806,9.0,,remedy_supported,9.0,3.0,3.0,3.0,2,2
221:6,221,1,6,7.0,7.0,,9.0,,,,10.0,,successful,unused,10.0,d,1.0,d,resolved,0.3757664404564607,True,0.5994915417836008,10.0,,remedy_supported,10.0,3.0,3.0,4.0,0,2
229:6,229,4,6,7.0,7.0,11.0,9.0,13.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.4661620058538445,True,0.4162920712285151,9.0,13.0,no_remedy,,,37.0,38.0,1,2
6:9,6,3,9,12.0,12.0,,14.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.7432900134788709,True,0.40760183202748823,14.0,,no_remedy,,,32.0,35.0,1,3
57:9,57,4,9,11.0,11.0,,13.0,,,,14.0,,successful,unused,14.0,d,1.0,d,resolved,0.9716238885004167,False,0.4162920712285151,14.0,,remedy_supported,14.0,3.0,3.0,5.0,1,3
74:9,74,4,9,10.0,10.0,,12.0,,,,13.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8132796267732176,True,0.4162920712285151,13.0,,remedy_supported,13.0,,34.0,35.0,1,3
87:9,87,0,9,12.0,12.0,,14.0,,,,15.0,,successful,unused,15.0,d,1.0,d,resolved,0.26218004152940866,True,0.47042565019858995,15.0,,remedy_supported,15.0,3.0,3.0,6.0,2,3
89:9,89,5,9,12.0,12.0,,14.0,,,,15.0,,successful,unused,15.0,d,1.0,d,resolved,0.4952361511130273,False,0.506188904761806,15.0,,remedy_supported,15.0,3.0,3.0,6.0,2,3
94:9,94,3,9,9.0,9.0,,11.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5376252371718311,False,0.40760183202748823,11.0,,no_remedy,,,35.0,35.0,1,3
107:9,107,2,9,25.0,25.0,,27.0,,,,28.0,,successful,unused,28.0,d,1.0,d,resolved,0.8612830384861387,False,0.6,28.0,,remedy_supported,28.0,3.0,3.0,19.0,0,3
110:9,110,1,9,9.0,9.0,,11.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5941400530441188,False,0.5994915417836008,11.0,,no_remedy,,,35.0,35.0,0,3
157:9,157,5,9,12.0,12.0,,14.0,,,,15.0,,successful,unused,15.0,d,1.0,d,resolved,0.2835431020295682,False,0.506188904761806,15.0,,remedy_supported,15.0,3.0,3.0,6.0,2,3
161:9,161,2,9,12.0,12.0,23.0,15.0,25.0,,25.0,,26.0,closed_unresolved,successful,26.0,e,1.0,d,resolved,0.37138413573709034,True,0.6,15.0,26.0,no_remedy,,14.0,14.0,17.0,0,3
165:9,165,3,9,10.0,13.0,10.0,15.0,12.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.46889751029360993,True,0.40760183202748823,15.0,12.0,no_remedy,,,34.0,35.0,1,3
175:9,175,0,9,18.0,18.0,,21.0,,,,22.0,,successful,unused,22.0,d,1.0,d,resolved,0.4812840955143757,True,0.47042565019858995,22.0,,remedy_supported,22.0,4.0,4.0,13.0,2,3
180:9,180,1,9,12.0,15.0,12.0,18.0,14.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.5992177196443977,True,0.5994915417836008,18.0,14.0,no_remedy,,,32.0,35.0,0,3
189:9,189,3,9,10.0,14.0,10.0,16.0,12.0,,12.0,,13.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.45356990248120477,True,0.40760183202748823,16.0,13.0,no_remedy,,,34.0,35.0,1,3
203:9,203,4,9,10.0,14.0,10.0,16.0,12.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.37653744317011917,True,0.4162920712285151,16.0,12.0,no_remedy,,,34.0,35.0,1,3
208:9,208,2,9,10.0,,10.0,,12.0,,12.0,,13.0,unused,successful,13.0,e,1.0,e,resolved,0.46105822339455416,True,0.6,,13.0,,,3.0,3.0,4.0,0,3
220:9,220,1,9,12.0,,12.0,,14.0,,14.0,,15.0,unused,successful,15.0,e,1.0,e,resolved,0.9905269408351938,True,0.5994915417836008,,15.0,,,3.0,3.0,6.0,0,3
236:9,236,2,9,23.0,23.0,,26.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9839076255721144,False,0.6,26.0,,no_remedy,,,21.0,35.0,0,3
1:12,1,0,12,12.0,12.0,,14.0,,,,15.0,,successful,unused,15.0,d,1.0,d,resolved,0.8902054536854775,True,0.47042565019858995,15.0,,remedy_supported,15.0,3.0,3.0,3.0,2,4
23:12,23,0,12,14.0,17.0,14.0,19.0,16.0,,,20.0,,successful,closed_unresolved,20.0,d,1.0,e,resolved,0.47103926075571095,True,0.47042565019858995,20.0,16.0,remedy_supported,20.0,6.0,6.0,8.0,2,4
28:12,28,5,12,14.0,17.0,14.0,19.0,16.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.4715418883503854,True,0.506188904761806,19.0,16.0,no_remedy,,,30.0,32.0,2,4
48:12,48,1,12,15.0,15.0,15.0,17.0,17.0,,17.0,,18.0,closed_unresolved,successful,18.0,e,1.0,d+e,resolved,0.8368847967177435,True,0.5994915417836008,17.0,18.0,no_remedy,,3.0,3.0,6.0,0,4
50:12,50,3,12,15.0,15.0,,17.0,,,,18.0,,successful,unused,18.0,d,1.0,d,resolved,0.4691160105739046,True,0.40760183202748823,18.0,,remedy_supported,18.0,3.0,3.0,6.0,1,4
53:12,53,2,12,14.0,14.0,,16.0,,,,17.0,,successful,unused,17.0,d,1.0,d,resolved,0.9737918633439193,True,0.6,17.0,,remedy_supported,17.0,3.0,3.0,5.0,0,4
79:12,79,4,12,22.0,,22.0,,24.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.6650539493166403,True,0.4162920712285151,,24.0,,,,22.0,32.0,1,4
88:12,88,0,12,,,,,,,,,,unused,unused,,,0.0,,unsubmitted,0.7137402053372197,True,0.47042565019858995,,,,,,,32.0,2,4
93:12,93,3,12,13.0,13.0,33.0,15.0,35.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9693007223167571,True,0.40760183202748823,15.0,35.0,no_remedy,,,31.0,32.0,1,4
97:12,97,3,12,15.0,22.0,15.0,24.0,17.0,,17.0,25.0,18.0,successful,closed_unresolved,25.0,d,1.0,e,resolved,0.6159449819107115,True,0.40760183202748823,25.0,18.0,remedy_supported,25.0,10.0,10.0,13.0,1,4
101:12,101,2,12,12.0,12.0,,14.0,,,,15.0,,successful,unused,15.0,d,1.0,d,resolved,0.27236421648270515,True,0.6,15.0,,remedy_supported,15.0,3.0,3.0,3.0,0,4
135:12,135,0,12,13.0,13.0,,15.0,,,,16.0,,successful,unused,16.0,d,1.0,d,resolved,0.2468637276420685,False,0.47042565019858995,16.0,,remedy_supported,16.0,3.0,3.0,4.0,2,4
162:12,162,5,12,14.0,14.0,17.0,16.0,19.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.21541013457894992,True,0.506188904761806,16.0,19.0,no_remedy,,,30.0,32.0,2,4
195:12,195,2,12,12.0,12.0,16.0,15.0,18.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.38462862337734305,True,0.6,15.0,18.0,no_remedy,,,32.0,32.0,0,4
197:12,197,1,12,15.0,15.0,19.0,18.0,21.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.48785807127128183,True,0.5994915417836008,18.0,21.0,no_remedy,,,29.0,32.0,0,4
202:12,202,3,12,14.0,14.0,17.0,16.0,19.0,,19.0,,20.0,closed_unresolved,successful,20.0,e,1.0,d,resolved,0.7621952111211698,True,0.40760183202748823,16.0,20.0,no_remedy,,6.0,6.0,8.0,1,4
215:12,215,1,12,12.0,,12.0,,14.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.5203028346488352,True,0.5994915417836008,,14.0,,,,32.0,32.0,0,4
226:12,226,5,12,13.0,13.0,,15.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.2376853010927655,False,0.506188904761806,15.0,,no_remedy,,,31.0,32.0,2,4
230:12,230,4,12,34.0,34.0,,36.0,,,,37.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8005603473507588,False,0.4162920712285151,37.0,,remedy_supported,37.0,,10.0,32.0,1,4
16:15,16,5,15,17.0,17.0,,19.0,,,,20.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.3444897561253334,False,0.506188904761806,20.0,,remedy_supported,20.0,,27.0,29.0,2,5
17:15,17,0,15,15.0,18.0,15.0,20.0,17.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.3483218358637366,True,0.47042565019858995,20.0,17.0,no_remedy,,,29.0,29.0,2,5
18:15,18,4,15,15.0,15.0,,17.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.565910605081186,True,0.4162920712285151,17.0,,no_remedy,,,29.0,29.0,1,5
69:15,69,0,15,18.0,18.0,23.0,20.0,25.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.2928181888461059,True,0.47042565019858995,20.0,25.0,no_remedy,,,26.0,29.0,2,5
84:15,84,3,15,17.0,17.0,35.0,19.0,37.0,,,20.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.22932519955191122,True,0.40760183202748823,20.0,37.0,remedy_supported,20.0,,27.0,29.0,1,5
102:15,102,4,15,22.0,22.0,,24.0,,,,25.0,,successful,unused,25.0,d,1.0,d,resolved,0.9033355307014705,False,0.4162920712285151,25.0,,remedy_supported,25.0,3.0,3.0,10.0,1,5
127:15,127,4,15,16.0,19.0,16.0,21.0,18.0,,,22.0,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.8188890772965436,True,0.4162920712285151,22.0,18.0,remedy_supported,22.0,,28.0,29.0,1,5
128:15,128,2,15,15.0,15.0,,17.0,,,,18.0,,successful,unused,18.0,d,1.0,d,resolved,0.7625083619950204,True,0.6,18.0,,remedy_supported,18.0,3.0,3.0,3.0,0,5
149:15,149,2,15,17.0,17.0,,19.0,,,,20.0,,successful,unused,20.0,d,1.0,d,resolved,0.8551686927611841,True,0.6,20.0,,remedy_supported,20.0,3.0,3.0,5.0,0,5
164:15,164,5,15,15.0,15.0,,17.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9572656790733756,True,0.506188904761806,17.0,,no_remedy,,,29.0,29.0,2,5
209:15,209,0,15,18.0,23.0,18.0,26.0,20.0,,20.0,,21.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.3124753200187798,True,0.47042565019858995,26.0,21.0,no_remedy,,,26.0,29.0,2,5
210:15,210,1,15,17.0,,17.0,,19.0,,19.0,,20.0,unused,successful,20.0,e,1.0,e,resolved,0.7972243286350806,True,0.5994915417836008,,20.0,,,3.0,3.0,5.0,0,5
216:15,216,0,15,15.0,36.0,15.0,38.0,17.0,,17.0,39.0,18.0,successful,closed_unresolved,39.0,d,1.0,e,resolved,0.9251787388289079,True,0.47042565019858995,39.0,18.0,remedy_supported,39.0,24.0,24.0,24.0,2,5
219:15,219,3,15,17.0,22.0,17.0,25.0,19.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.4685931763882196,True,0.40760183202748823,25.0,19.0,no_remedy,,,27.0,29.0,1,5
27:18,27,1,18,18.0,21.0,18.0,23.0,20.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.7068430872855871,True,0.5994915417836008,23.0,20.0,no_remedy,,,26.0,26.0,0,6
47:18,47,3,18,18.0,18.0,21.0,20.0,23.0,,23.0,,24.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.8417602677675879,True,0.40760183202748823,20.0,24.0,no_remedy,,,26.0,26.0,1,6
59:18,59,5,18,18.0,18.0,21.0,20.0,23.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3200681415256143,True,0.506188904761806,20.0,23.0,no_remedy,,,26.0,26.0,2,6
66:18,66,5,18,19.0,19.0,29.0,21.0,31.0,,31.0,,32.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6496361069168813,True,0.506188904761806,21.0,32.0,no_remedy,,,25.0,26.0,2,6
67:18,67,1,18,21.0,21.0,24.0,23.0,26.0,,26.0,,27.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.849971468963334,True,0.5994915417836008,23.0,27.0,no_remedy,,,23.0,26.0,0,6
68:18,68,0,18,18.0,18.0,,20.0,,,,21.0,,successful,unused,21.0,d,1.0,d,resolved,0.41322075009759796,True,0.47042565019858995,21.0,,remedy_supported,21.0,3.0,3.0,3.0,2,6
83:18,83,0,18,21.0,21.0,,23.0,,,,24.0,,successful,unused,24.0,d,1.0,d,resolved,0.8169579374413223,True,0.47042565019858995,24.0,,remedy_supported,24.0,3.0,3.0,6.0,2,6
106:18,106,2,18,38.0,38.0,,40.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.41928840138456647,False,0.6,40.0,,no_remedy,,,6.0,26.0,0,6
124:18,124,3,18,19.0,19.0,22.0,21.0,24.0,,24.0,,25.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9474850822505292,True,0.40760183202748823,21.0,25.0,no_remedy,,,25.0,26.0,1,6
130:18,130,5,18,20.0,23.0,20.0,26.0,22.0,,,27.0,,successful,closed_unresolved,27.0,d,1.0,e,resolved,0.22489185454170935,True,0.506188904761806,27.0,22.0,remedy_supported,27.0,7.0,7.0,9.0,2,6
154:18,154,3,18,20.0,20.0,20.0,22.0,22.0,,22.0,,23.0,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.9115791961118416,True,0.40760183202748823,22.0,23.0,no_remedy,,,24.0,26.0,1,6
166:18,166,2,18,21.0,21.0,,23.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8984992614696814,True,0.6,23.0,,no_remedy,,,23.0,26.0,0,6
182:18,182,1,18,18.0,,18.0,,20.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.30173714716498445,True,0.5994915417836008,,20.0,,,,26.0,26.0,0,6
193:18,193,3,18,21.0,21.0,,24.0,,,,25.0,,successful,unused,25.0,d,1.0,d,resolved,0.548728616687532,True,0.40760183202748823,25.0,,remedy_supported,25.0,4.0,4.0,7.0,1,6
204:18,204,0,18,21.0,21.0,25.0,24.0,27.0,,27.0,,28.0,closed_unresolved,successful,28.0,e,1.0,d,resolved,0.9027344384797658,True,0.47042565019858995,24.0,28.0,no_remedy,,7.0,7.0,10.0,2,6
205:18,205,4,18,21.0,,21.0,,23.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.28022178000567055,True,0.4162920712285151,,23.0,,,,23.0,26.0,1,6
